  [Epoch 227] Loss: 21.80216, Time: 55.84 s, Psuedo-Acc: 26.77%
  [Epoch 228] Loss: 21.78473, Time: 56.08 s, Psuedo-Acc: 26.01%
  [Epoch 229] Loss: 21.79237, Time: 56.32 s, Psuedo-Acc: 26.67%
  [Epoch 230] Loss: 21.77506, Time: 56.57 s, Psuedo-Acc: 26.77%
  [Epoch 231] Loss: 21.78630, Time: 56.81 s, Psuedo-Acc: 26.63%
  [Epoch 232] Loss: 21.78635, Time: 57.05 s, Psuedo-Acc: 25.80%
  [Epoch 233] Loss: 21.76919, Time: 57.30 s, Psuedo-Acc: 26.67%
  [Epoch 234] Loss: 21.77560, Time: 57.54 s, Psuedo-Acc: 26.22%
  [Epoch 235] Loss: 21.77794, Time: 57.78 s, Psuedo-Acc: 25.66%
  [Epoch 236] Loss: 21.77058, Time: 58.03 s, Psuedo-Acc: 26.18%
  [Epoch 237] Loss: 21.79825, Time: 58.27 s, Psuedo-Acc: 26.63%
  [Epoch 238] Loss: 21.76803, Time: 58.52 s, Psuedo-Acc: 26.11%
  [Epoch 239] Loss: 21.77845, Time: 58.76 s, Psuedo-Acc: 25.66%
  [Epoch 240] Loss: 21.76381, Time: 59.00 s, Psuedo-Acc: 26.56%
  [Epoch 241] Loss: 21.76126, Time: 59.24 s, Psuedo-Acc: 26.70%
  [Epoch 242] Loss: 21.77007, Time: 59.49 s, Psuedo-Acc: 26.60%
  [Epoch 243] Loss: 21.75870, Time: 59.74 s, Psuedo-Acc: 27.15%
  [Epoch 244] Loss: 21.77015, Time: 59.98 s, Psuedo-Acc: 26.77%
  [Epoch 245] Loss: 21.77320, Time: 60.22 s, Psuedo-Acc: 27.43%
  [Epoch 246] Loss: 21.77601, Time: 60.47 s, Psuedo-Acc: 27.57%
  [Epoch 247] Loss: 21.74701, Time: 60.71 s, Psuedo-Acc: 26.70%
  [Epoch 248] Loss: 21.74688, Time: 60.95 s, Psuedo-Acc: 27.47%
  [Epoch 249] Loss: 21.75409, Time: 61.20 s, Psuedo-Acc: 26.56%
  [Epoch 250] Loss: 21.77067, Time: 61.44 s, Psuedo-Acc: 27.33%
  [Epoch 251] Loss: 21.75876, Time: 61.69 s, Psuedo-Acc: 27.29%
  [Epoch 252] Loss: 21.75351, Time: 61.93 s, Psuedo-Acc: 27.36%
  [Epoch 253] Loss: 21.78277, Time: 62.17 s, Psuedo-Acc: 27.08%
  [Epoch 254] Loss: 21.74967, Time: 62.42 s, Psuedo-Acc: 26.49%
  [Epoch 255] Loss: 21.75623, Time: 62.66 s, Psuedo-Acc: 26.08%
  [Epoch 256] Loss: 21.76957, Time: 62.91 s, Psuedo-Acc: 28.06%
  [Epoch 257] Loss: 21.75195, Time: 63.15 s, Psuedo-Acc: 27.50%
  [Epoch 258] Loss: 21.78184, Time: 63.39 s, Psuedo-Acc: 27.26%
  [Epoch 259] Loss: 21.74316, Time: 63.64 s, Psuedo-Acc: 27.19%
  [Epoch 260] Loss: 21.77848, Time: 63.88 s, Psuedo-Acc: 26.15%
  [Epoch 261] Loss: 21.73246, Time: 64.12 s, Psuedo-Acc: 27.74%
  [Epoch 262] Loss: 21.74183, Time: 64.36 s, Psuedo-Acc: 27.26%
  [Epoch 263] Loss: 21.76959, Time: 64.61 s, Psuedo-Acc: 28.09%
  [Epoch 264] Loss: 21.75123, Time: 64.85 s, Psuedo-Acc: 27.88%
  [Epoch 265] Loss: 21.76575, Time: 65.09 s, Psuedo-Acc: 27.92%
  [Epoch 266] Loss: 21.74266, Time: 65.34 s, Psuedo-Acc: 27.99%
  [Epoch 267] Loss: 21.76741, Time: 65.58 s, Psuedo-Acc: 28.02%
  [Epoch 268] Loss: 21.73962, Time: 65.83 s, Psuedo-Acc: 27.74%
  [Epoch 269] Loss: 21.71933, Time: 66.07 s, Psuedo-Acc: 28.16%
  [Epoch 270] Loss: 21.73036, Time: 66.31 s, Psuedo-Acc: 27.81%
  [Epoch 271] Loss: 21.73654, Time: 66.55 s, Psuedo-Acc: 27.85%
  [Epoch 272] Loss: 21.74137, Time: 66.80 s, Psuedo-Acc: 28.37%
  [Epoch 273] Loss: 21.72586, Time: 67.04 s, Psuedo-Acc: 27.64%
  [Epoch 274] Loss: 21.73399, Time: 67.29 s, Psuedo-Acc: 28.06%
  [Epoch 275] Loss: 21.73975, Time: 67.53 s, Psuedo-Acc: 27.60%
  [Epoch 276] Loss: 21.72133, Time: 67.77 s, Psuedo-Acc: 27.60%
  [Epoch 277] Loss: 21.73557, Time: 68.02 s, Psuedo-Acc: 27.47%
  [Epoch 278] Loss: 21.72926, Time: 68.26 s, Psuedo-Acc: 28.92%
  [Epoch 279] Loss: 21.72043, Time: 68.50 s, Psuedo-Acc: 28.12%
  [Epoch 280] Loss: 21.72762, Time: 68.75 s, Psuedo-Acc: 28.61%
  [Epoch 281] Loss: 21.72708, Time: 68.99 s, Psuedo-Acc: 27.88%
  [Epoch 282] Loss: 21.70407, Time: 69.23 s, Psuedo-Acc: 27.36%
  [Epoch 283] Loss: 21.71857, Time: 69.47 s, Psuedo-Acc: 28.75%
  [Epoch 284] Loss: 21.70833, Time: 69.72 s, Psuedo-Acc: 26.88%
  [Epoch 285] Loss: 21.71730, Time: 69.96 s, Psuedo-Acc: 29.44%
  [Epoch 286] Loss: 21.70527, Time: 70.20 s, Psuedo-Acc: 28.30%
  [Epoch 287] Loss: 21.69621, Time: 70.45 s, Psuedo-Acc: 27.43%
  [Epoch 288] Loss: 21.69825, Time: 70.69 s, Psuedo-Acc: 28.58%
  [Epoch 289] Loss: 21.71346, Time: 70.93 s, Psuedo-Acc: 28.09%
  [Epoch 290] Loss: 21.71991, Time: 71.18 s, Psuedo-Acc: 28.54%
  [Epoch 291] Loss: 21.73143, Time: 71.42 s, Psuedo-Acc: 28.51%
  [Epoch 292] Loss: 21.73383, Time: 71.66 s, Psuedo-Acc: 27.78%
  [Epoch 293] Loss: 21.71319, Time: 71.91 s, Psuedo-Acc: 28.40%
  [Epoch 294] Loss: 21.75364, Time: 72.15 s, Psuedo-Acc: 28.33%
  [Epoch 295] Loss: 21.69643, Time: 72.40 s, Psuedo-Acc: 28.72%
  [Epoch 296] Loss: 21.71154, Time: 72.64 s, Psuedo-Acc: 29.90%
  [Epoch 297] Loss: 21.70095, Time: 72.88 s, Psuedo-Acc: 28.92%
  [Epoch 298] Loss: 21.73765, Time: 73.13 s, Psuedo-Acc: 28.82%
  [Epoch 299] Loss: 21.68973, Time: 73.37 s, Psuedo-Acc: 29.69%
  [Epoch 300] Loss: 21.68456, Time: 73.61 s, Psuedo-Acc: 29.06%
  [Epoch 301] Loss: 21.72833, Time: 73.86 s, Psuedo-Acc: 28.44%
  [Epoch 302] Loss: 21.71819, Time: 74.10 s, Psuedo-Acc: 28.51%
  [Epoch 303] Loss: 21.68401, Time: 74.34 s, Psuedo-Acc: 29.58%
  [Epoch 304] Loss: 21.70833, Time: 74.59 s, Psuedo-Acc: 28.82%
  [Epoch 305] Loss: 21.71784, Time: 74.83 s, Psuedo-Acc: 28.68%
  [Epoch 306] Loss: 21.69714, Time: 75.07 s, Psuedo-Acc: 29.62%
  [Epoch 307] Loss: 21.69540, Time: 75.31 s, Psuedo-Acc: 29.03%
  [Epoch 308] Loss: 21.69167, Time: 75.56 s, Psuedo-Acc: 29.55%
  [Epoch 309] Loss: 21.72009, Time: 75.80 s, Psuedo-Acc: 28.99%
  [Epoch 310] Loss: 21.69897, Time: 76.05 s, Psuedo-Acc: 28.92%
  [Epoch 311] Loss: 21.72078, Time: 76.29 s, Psuedo-Acc: 28.58%
